PROJECTION,COUNTERPARTY,INSTRUMENT,contingent_cva,contingent_dva,cva,dva,funding_benefit,funding_cost,risky_funding_benefit,risky_funding_cost
1,B18642132,INFL_ZC_SP_2Y,0,0,0,0,0,0,0,0
1,B18642132,INFL_ZC_SP_30Y,0,0,0,0,0,0,0,0
1,B18642132,INFL_ZC_SP_5Y,0,0,0,0,0,0,0,0
1,B28691251,INFL_ZC_SP_10Y,0,0,0,0,0,0,0,0
1,B28691251,INFL_ZC_SP_20Y,0,0,0,0,0,0,0,0
1,B28691251,INFL_ZC_SP_2Y,0,0,0,0,0,0,0,0
1,B28691251,INFL_ZC_SP_30Y,0,0,0,0,0,0,0,0
1,B28691251,INFL_ZC_SP_5Y,0,0,0,0,0,0,0,0
1,B31907330,INFL_ZC_SP_10Y,0,0,0,0,0,0,0,0
1,B31907330,INFL_ZC_SP_20Y,0,0,0,0,0,0,0,0
1,B31907330,INFL_ZC_SP_2Y,0,0,0,0,0,0,0,0
1,B31907330,INFL_ZC_SP_30Y,0,0,0,0,0,0,0,0
1,B31907330,INFL_ZC_SP_5Y,0,0,0,0,0,0,0,0
